"","(Intercept)","living_area","year_sold","mod$coefficients[4:n]","neighborhood","neighborhood_num"
"21",141374.972516129,71.4716580373283,13766.2930038246,133042.334894713,"neighborhood0149","0149"
"22",141374.972516129,71.4716580373283,13766.2930038246,9263.19152856122,"neighborhood0150","0150"
"23",141374.972516129,71.4716580373283,13766.2930038246,54472.9928653289,"neighborhood0152","0152"
"24",141374.972516129,71.4716580373283,13766.2930038246,83562.2376163349,"neighborhood0154","0154"
"25",141374.972516129,71.4716580373283,13766.2930038246,-12092.1044352462,"neighborhood0155","0155"
"26",141374.972516129,71.4716580373283,13766.2930038246,-42112.3544334972,"neighborhood0156","0156"
"27",141374.972516129,71.4716580373283,13766.2930038246,-24778.6811952023,"neighborhood0157","0157"
"28",141374.972516129,71.4716580373283,13766.2930038246,28911.4634352546,"neighborhood0159","0159"
"29",141374.972516129,71.4716580373283,13766.2930038246,27300.3620134504,"neighborhood0160","0160"
"30",141374.972516129,71.4716580373283,13766.2930038246,133238.709901902,"neighborhood0167","0167"
"31",141374.972516129,71.4716580373283,13766.2930038246,168036.257064704,"neighborhood0168","0168"
"32",141374.972516129,71.4716580373283,13766.2930038246,71181.3631827864,"neighborhood0170","0170"
"33",141374.972516129,71.4716580373283,13766.2930038246,-7777.61585652481,"neighborhood0180","0180"
"34",141374.972516129,71.4716580373283,13766.2930038246,50841.8528751029,"neighborhood0182","0182"
"35",141374.972516129,71.4716580373283,13766.2930038246,52685.7133962429,"neighborhood0183","0183"
"36",141374.972516129,71.4716580373283,13766.2930038246,-54626.6082221984,"neighborhood0185","0185"
"37",141374.972516129,71.4716580373283,13766.2930038246,-4613.84993337471,"neighborhood0195","0195"
"38",141374.972516129,71.4716580373283,13766.2930038246,36433.4246765801,"neighborhood0200","0200"
"39",141374.972516129,71.4716580373283,13766.2930038246,134787.852631444,"neighborhood0205","0205"
"40",141374.972516129,71.4716580373283,13766.2930038246,-81.0276961120643,"neighborhood0207","0207"
"41",141374.972516129,71.4716580373283,13766.2930038246,43866.6848077276,"neighborhood0211","0211"
"42",141374.972516129,71.4716580373283,13766.2930038246,87797.6003258945,"neighborhood0216","0216"
"43",141374.972516129,71.4716580373283,13766.2930038246,118940.107004189,"neighborhood0218","0218"
"44",141374.972516129,71.4716580373283,13766.2930038246,101811.362492483,"neighborhood0219","0219"
"45",141374.972516129,71.4716580373283,13766.2930038246,26670.5085130618,"neighborhood0220","0220"
"46",141374.972516129,71.4716580373283,13766.2930038246,24198.5780497685,"neighborhood0230","0230"
"47",141374.972516129,71.4716580373283,13766.2930038246,-21627.4401358923,"neighborhood0235","0235"
"48",141374.972516129,71.4716580373283,13766.2930038246,55099.4219240205,"neighborhood0240","0240"
"49",141374.972516129,71.4716580373283,13766.2930038246,-34106.600604444,"neighborhood0242","0242"
"50",141374.972516129,71.4716580373283,13766.2930038246,18863.9391960501,"neighborhood0250","0250"
"51",141374.972516129,71.4716580373283,13766.2930038246,-45172.6433497782,"neighborhood0257","0257"
"52",141374.972516129,71.4716580373283,13766.2930038246,23070.379351749,"neighborhood0258","0258"
"53",141374.972516129,71.4716580373283,13766.2930038246,87082.165306028,"neighborhood0267","0267"
"54",141374.972516129,71.4716580373283,13766.2930038246,-22243.2142686244,"neighborhood0268","0268"
"55",141374.972516129,71.4716580373283,13766.2930038246,3801.68602926368,"neighborhood0270","0270"
"56",141374.972516129,71.4716580373283,13766.2930038246,96400.3040035872,"neighborhood0280","0280"
"57",141374.972516129,71.4716580373283,13766.2930038246,-1585.28827172491,"neighborhood0285","0285"
"58",141374.972516129,71.4716580373283,13766.2930038246,-68746.2958969322,"neighborhood0287","0287"
